Project,Version,Bugs,Result
Apache_CAMEL,CAMEL_1_6_0,299
Apache_CAMEL,CAMEL_1_6_1,39
Apache_CAMEL,CAMEL_1_6_2,6
Apache_CAMEL,CAMEL_1_6_3,2
Apache_CAMEL,CAMEL_1_6_4,67
Apache_CAMEL,CAMEL_2_0_0,78
Apache_CAMEL,CAMEL_2_10_0,1
Apache_CAMEL,CAMEL_2_10_4,3
Apache_CAMEL,CAMEL_2_10_6,1
Apache_CAMEL,CAMEL_2_10_7,3
Apache_CAMEL,CAMEL_2_11_0,4
Apache_CAMEL,CAMEL_2_11_1,2
Apache_CAMEL,CAMEL_2_11_2,4
Apache_CAMEL,CAMEL_2_11_3,3
Apache_CAMEL,CAMEL_2_11_4,5
Apache_CAMEL,CAMEL_2_12_0,11
Apache_CAMEL,CAMEL_2_12_1,7
Apache_CAMEL,CAMEL_2_12_2,38
Apache_CAMEL,CAMEL_2_12_3,38
Apache_CAMEL,CAMEL_2_12_4,18
Apache_CAMEL,CAMEL_2_12_5,1
Apache_CAMEL,CAMEL_2_13_0,28
Apache_CAMEL,CAMEL_2_13_1,24
Apache_CAMEL,CAMEL_2_13_2,32
Apache_CAMEL,CAMEL_2_13_3,20
Apache_CAMEL,CAMEL_2_13_4,2
Apache_CAMEL,CAMEL_2_14_0,58
Apache_CAMEL,CAMEL_2_14_1,43
Apache_CAMEL,CAMEL_2_14_2,19
Apache_CAMEL,CAMEL_2_14_3,9
Apache_CAMEL,CAMEL_2_15_0,24
Apache_CAMEL,CAMEL_2_15_1,29
Apache_CAMEL,CAMEL_2_15_2,48
Apache_CAMEL,CAMEL_2_15_3,18
Apache_CAMEL,CAMEL_2_15_4,4
Apache_CAMEL,CAMEL_2_15_5,4
Apache_CAMEL,CAMEL_2_15_6,2
Apache_CAMEL,CAMEL_2_16_0,25
Apache_CAMEL,CAMEL_2_16_1,21
Apache_CAMEL,CAMEL_2_16_2,34
Apache_CAMEL,CAMEL_2_16_3,10
Apache_CAMEL,CAMEL_2_17_0,31
Apache_CAMEL,CAMEL_2_17_1,23
Apache_CAMEL,CAMEL_2_17_2,12
Apache_CAMEL,CAMEL_2_17_3,16
Apache_CAMEL,CAMEL_2_18_0,35
Apache_CAMEL,CAMEL_2_1_0,35
Apache_CAMEL,CAMEL_2_2_0,35
Apache_CAMEL,CAMEL_2_3_0,40
Apache_CAMEL,CAMEL_2_4_0,62
Apache_CAMEL,CAMEL_2_5_0,49
Apache_CAMEL,CAMEL_2_6_0,11
Apache_CAMEL,CAMEL_2_7_0,3
Apache_CAMEL,CAMEL_2_7_1,2
Apache_CAMEL,CAMEL_2_8_0,3
Apache_CAMEL,CAMEL_2_8_1,4
Apache_CAMEL,CAMEL_2_8_3,2
Apache_CAMEL,CAMEL_2_8_6,1
Apache_CAMEL,CAMEL_2_9_0,1
Apache_CAMEL,CAMEL_2_9_2,1
Apache_CAMEL,CAMEL_2_9_4,1
Apache_CAMEL,CAMEL_2_9_5,1
Apache_HBASE,HBASE_0_20_5,294
Apache_HBASE,HBASE_0_89_20100621,2
Apache_HBASE,HBASE_0_89_20100924,2
Apache_HBASE,HBASE_0_90_0,5
Apache_HBASE,HBASE_0_90_1,1
Apache_HBASE,HBASE_0_90_2,2
Apache_HBASE,HBASE_0_90_3,2
Apache_HBASE,HBASE_0_90_4,2
Apache_HBASE,HBASE_0_90_5,3
Apache_HBASE,HBASE_0_90_6,2
Apache_HBASE,HBASE_0_92_0,12
Apache_HBASE,HBASE_0_92_1,2
Apache_HBASE,HBASE_0_92_2,2
Apache_HBASE,HBASE_0_94_0,13
Apache_HBASE,HBASE_0_94_1,5
Apache_HBASE,HBASE_0_94_10,3
Apache_HBASE,HBASE_0_94_17,1
Apache_HBASE,HBASE_0_94_18,1
Apache_HBASE,HBASE_0_94_2,1
Apache_HBASE,HBASE_0_94_21,2
Apache_HBASE,HBASE_0_94_24,1
Apache_HBASE,HBASE_0_94_27,3
Apache_HBASE,HBASE_0_94_3,1
Apache_HBASE,HBASE_0_94_4,1
Apache_HBASE,HBASE_0_94_5,2
Apache_HBASE,HBASE_0_94_6,6
Apache_HBASE,HBASE_0_94_8,4
Apache_HBASE,HBASE_0_95_2,11
Apache_HBASE,HBASE_0_96_0,4
Apache_HBASE,HBASE_0_98_0,6
Apache_HBASE,HBASE_0_98_1,2
Apache_HBASE,HBASE_0_98_10,5
Apache_HBASE,HBASE_0_98_11,2
Apache_HBASE,HBASE_0_98_12,14
Apache_HBASE,HBASE_0_98_13,20
Apache_HBASE,HBASE_0_98_14,10
Apache_HBASE,HBASE_0_98_15,5
Apache_HBASE,HBASE_0_98_16,13
Apache_HBASE,HBASE_0_98_17,7
Apache_HBASE,HBASE_0_98_19,5
Apache_HBASE,HBASE_0_98_2,2
Apache_HBASE,HBASE_0_98_20,7
Apache_HBASE,HBASE_0_98_21,3
Apache_HBASE,HBASE_0_98_22,5
Apache_HBASE,HBASE_0_98_23,1
Apache_HBASE,HBASE_0_98_3,2
Apache_HBASE,HBASE_0_98_4,5
Apache_HBASE,HBASE_0_98_5,1
Apache_HBASE,HBASE_0_98_6,8
Apache_HBASE,HBASE_0_98_7,3
Apache_HBASE,HBASE_0_98_8,5
Apache_HBASE,HBASE_0_99_0,3
Apache_HBASE,HBASE_0_99_2,1
Apache_HBASE,HBASE_1_0_0,14
Apache_HBASE,HBASE_1_0_1,6
Apache_HBASE,HBASE_1_0_2,6
Apache_HBASE,HBASE_1_0_3,6
Apache_HBASE,HBASE_1_1_0,32
Apache_HBASE,HBASE_1_1_1,11
Apache_HBASE,HBASE_1_1_2,16
Apache_HBASE,HBASE_1_1_3,8
Apache_HBASE,HBASE_1_1_4,5
Apache_HBASE,HBASE_1_1_5,5
Apache_HBASE,HBASE_1_1_6,2
Apache_HBASE,HBASE_1_1_7,7
Apache_HBASE,HBASE_1_2_0,56
Apache_HBASE,HBASE_1_2_1,5
Apache_HBASE,HBASE_1_2_2,1
Apache_HBASE,HBASE_1_2_3,1
Apache_HBASE,HBASE_1_2_4,152
Apache_HIVE,HIVE_0_10_0,39
Apache_HIVE,HIVE_0_11_0,32
Apache_HIVE,HIVE_0_12_0,54
Apache_HIVE,HIVE_0_13_0,46
Apache_HIVE,HIVE_0_13_1,20
Apache_HIVE,HIVE_0_14_0,65
Apache_HIVE,HIVE_0_6_0,185
Apache_HIVE,HIVE_0_7_0,44
Apache_HIVE,HIVE_0_7_1,20
Apache_HIVE,HIVE_0_8_0,29
Apache_HIVE,HIVE_0_8_1,16
Apache_HIVE,HIVE_0_9_0,43
Apache_HIVE,HIVE_1_0_0,46
Apache_HIVE,HIVE_1_0_1,5
Apache_HIVE,HIVE_1_1_0,36
Apache_HIVE,HIVE_1_1_1,7
Apache_HIVE,HIVE_1_2_0,43
Apache_HIVE,HIVE_1_2_1,167
Apache_HIVE,HIVE_2_0_0,137
Apache_HIVE,HIVE_2_0_1,10
Apache_HIVE,HIVE_2_1_0,175
Commons_CODEC,CODEC_1_1,1
