Project,Version,Bugs,Result
smartshark_ant-ivy,1.4.1,77
smartshark_ant-ivy,2.0.0,181
smartshark_ant-ivy,2.1.0,17
smartshark_ant-ivy,2.2.0,41
smartshark_ant-ivy,2.3.0,40
smartshark_ant-ivy,2.4.0,18
smartshark_archiva,1.0,74
smartshark_archiva,1.1,35
smartshark_archiva,1.2,26
smartshark_archiva,1.3,27
smartshark_archiva,2.0.0,43
smartshark_archiva,2.1.0,2
smartshark_archiva,2.2.0,7
smartshark_calcite,1.0.0,1
smartshark_calcite,1.1.0,13
smartshark_calcite,1.10.0,20
smartshark_calcite,1.11.0,14
smartshark_calcite,1.12.0,23
smartshark_calcite,1.13.0,40
smartshark_calcite,1.14.0,31
smartshark_calcite,1.15.0,20
smartshark_calcite,1.2.0,6
smartshark_calcite,1.3.0,11
smartshark_calcite,1.4.0,14
smartshark_calcite,1.5.0,23
smartshark_calcite,1.6.0,37
smartshark_calcite,1.7.0,24
smartshark_calcite,1.8.0,18
smartshark_calcite,1.9.0,11
smartshark_cayenne,3.0.0,149
smartshark_cayenne,3.1.0,93
smartshark_commons-bcel,5.0,0
smartshark_commons-bcel,5.1,0
smartshark_commons-bcel,5.2,0
smartshark_commons-bcel,6.0,3
smartshark_commons-bcel,6.1,18
smartshark_commons-bcel,6.2,7
smartshark_commons-beanutils,1.0,0
smartshark_commons-beanutils,1.1,0
smartshark_commons-beanutils,1.2,0
smartshark_commons-beanutils,1.3,0
smartshark_commons-beanutils,1.4,0
smartshark_commons-beanutils,1.5,0
smartshark_commons-beanutils,1.6,0
smartshark_commons-beanutils,1.7.0,0
smartshark_commons-beanutils,1.8.0,13
smartshark_commons-beanutils,1.9.0,11
smartshark_commons-codec,1.1,0
smartshark_commons-codec,1.10,0
smartshark_commons-codec,1.11,8
smartshark_commons-codec,1.2,0
smartshark_commons-codec,1.3,0
smartshark_commons-codec,1.4,13
smartshark_commons-codec,1.5,0
smartshark_commons-codec,1.6,5
smartshark_commons-codec,1.7,0
smartshark_commons-codec,1.8,3
smartshark_commons-codec,1.9,1
smartshark_commons-collections,1.0,0
smartshark_commons-collections,2.0,0
smartshark_commons-collections,2.1,0
smartshark_commons-collections,3.0,0
smartshark_commons-collections,3.1,0
smartshark_commons-collections,3.2,0
smartshark_commons-collections,3.3,0
